电站id,电站名称,货币单位,日期,预期收益,实际收益
208,科宁达站,CNY,2025-10-09,607.8,538.96
208,科宁达站,CNY,2025-10-08,558.88,606.64
208,科宁达站,CNY,2025-10-07,558.88,601.87
208,科宁达站,CNY,2025-10-06,685.3,377.1
208,科宁达站,CNY,2025-10-05,685.3,460.58
208,科宁达站,CNY,2025-10-04,685.3,392.91
208,科宁达站,CNY,2025-10-03,685.3,416.92
208,科宁达站,CNY,2025-10-02,685.3,-6.54
208,科宁达站,CNY,2025-10-01,685.3,-149.71
208,科宁达站,CNY,2025-09-30,602.73,539.57
208,科宁达站,CNY,2025-09-29,604.26,533.01
208,科宁达站,CNY,2025-09-28,604.26,534.51
208,科宁达站,CNY,2025-09-27,604.26,531.36
208,科宁达站,CNY,2025-09-26,604.26,536.44
208,科宁达站,CNY,2025-09-25,604.26,532.18
208,科宁达站,CNY,2025-09-24,604.26,535.9
208,科宁达站,CNY,2025-09-23,604.26,533.66
208,科宁达站,CNY,2025-09-22,604.26,537.04
208,科宁达站,CNY,2025-09-21,604.26,536.59
208,科宁达站,CNY,2025-09-20,604.26,541.66
208,科宁达站,CNY,2025-09-19,604.26,536.03
208,科宁达站,CNY,2025-09-18,604.26,542.48
208,科宁达站,CNY,2025-09-17,604.26,534.4
208,科宁达站,CNY,2025-09-16,604.26,538.52
208,科宁达站,CNY,2025-09-15,604.26,540.61
208,科宁达站,CNY,2025-09-14,604.26,537.76
208,科宁达站,CNY,2025-09-13,604.26,543.95
208,科宁达站,CNY,2025-09-12,604.26,536.91
208,科宁达站,CNY,2025-09-11,604.26,542.75
208,科宁达站,CNY,2025-09-10,604.26,540.94
208,科宁达站,CNY,2025-09-09,604.26,542.54
208,科宁达站,CNY,2025-09-08,604.26,534.27
208,科宁达站,CNY,2025-09-07,604.26,541.17
208,科宁达站,CNY,2025-09-06,604.26,536.05
208,科宁达站,CNY,2025-09-05,604.26,540.94
208,科宁达站,CNY,2025-09-04,604.26,535.34
208,科宁达站,CNY,2025-09-03,604.26,539.89
208,科宁达站,CNY,2025-09-02,604.26,536.01
208,科宁达站,CNY,2025-09-01,604.26,539.56
212,隆源二厂储能电站,CNY,2026-01-13,2252.75,2384.31
212,隆源二厂储能电站,CNY,2026-01-12,2252.75,2359.27
212,隆源二厂储能电站,CNY,2026-01-11,2252.75,2258.05
212,隆源二厂储能电站,CNY,2026-01-10,2252.75,2365.54
212,隆源二厂储能电站,CNY,2026-01-09,2252.75,2360.58
212,隆源二厂储能电站,CNY,2026-01-08,2252.75,2295.66
212,隆源二厂储能电站,CNY,2026-01-07,2252.75,2368.81
212,隆源二厂储能电站,CNY,2026-01-06,2252.75,2379.78
212,隆源二厂储能电站,CNY,2026-01-05,2252.75,2267.53
212,隆源二厂储能电站,CNY,2026-01-04,2252.75,2358.63
212,隆源二厂储能电站,CNY,2026-01-03,2252.75,2383.52
212,隆源二厂储能电站,CNY,2026-01-02,2252.75,2389.85
212,隆源二厂储能电站,CNY,2026-01-01,2252.75,1331.15
212,隆源二厂储能电站,CNY,2025-12-31,2399.47,2534.71
212,隆源二厂储能电站,CNY,2025-12-30,2399.47,2435.69
212,隆源二厂储能电站,CNY,2025-12-29,2399.47,2528.57
212,隆源二厂储能电站,CNY,2025-12-28,2399.47,2553.12
212,隆源二厂储能电站,CNY,2025-12-27,2399.47,2533.95
212,隆源二厂储能电站,CNY,2025-12-26,2399.47,2524.52
212,隆源二厂储能电站,CNY,2025-12-25,2399.47,2525.3
212,隆源二厂储能电站,CNY,2025-12-24,2399.47,2383.01
212,隆源二厂储能电站,CNY,2025-12-23,2399.47,2521.65
212,隆源二厂储能电站,CNY,2025-12-22,2399.47,2511.05
212,隆源二厂储能电站,CNY,2025-12-21,2399.47,2557.2
212,隆源二厂储能电站,CNY,2025-12-20,2399.47,2522.81
212,隆源二厂储能电站,CNY,2025-12-19,2399.47,2523.62
212,隆源二厂储能电站,CNY,2025-12-18,2399.47,2554.49
212,隆源二厂储能电站,CNY,2025-12-17,2399.47,2558.45
212,隆源二厂储能电站,CNY,2025-12-16,2399.47,2539.16
212,隆源二厂储能电站,CNY,2025-12-15,2399.47,2904.55
212,隆源二厂储能电站,CNY,2025-12-14,2399.47,2063.57
212,隆源二厂储能电站,CNY,2025-12-13,2399.47,2360.06
212,隆源二厂储能电站,CNY,2025-12-12,2399.47,2487.8
212,隆源二厂储能电站,CNY,2025-12-11,2399.47,2550.43
212,隆源二厂储能电站,CNY,2025-12-10,2399.47,2512.92
212,隆源二厂储能电站,CNY,2025-12-09,2399.47,2537.95
212,隆源二厂储能电站,CNY,2025-12-08,2399.47,2525.51
212,隆源二厂储能电站,CNY,2025-12-07,2399.47,2146.81
212,隆源二厂储能电站,CNY,2025-12-06,2399.47,2537.68
212,隆源二厂储能电站,CNY,2025-12-05,2399.47,2505.58
212,隆源二厂储能电站,CNY,2025-12-04,2399.47,2558.78
212,隆源二厂储能电站,CNY,2025-12-03,2399.47,2473.79
212,隆源二厂储能电站,CNY,2025-12-02,2399.47,2456.42
212,隆源二厂储能电站,CNY,2025-12-01,2399.47,2540.26
212,隆源二厂储能电站,CNY,2025-11-30,1953.36,2041.99
212,隆源二厂储能电站,CNY,2025-11-29,1953.36,2092.46
212,隆源二厂储能电站,CNY,2025-11-28,1953.36,2107.7
212,隆源二厂储能电站,CNY,2025-11-27,1953.36,2097.6
212,隆源二厂储能电站,CNY,2025-11-26,1953.36,2108.35
212,隆源二厂储能电站,CNY,2025-11-25,1953.36,2117.07
212,隆源二厂储能电站,CNY,2025-11-24,2022.37,2038.13
212,隆源二厂储能电站,CNY,2025-11-23,1953.36,2115.74
212,隆源二厂储能电站,CNY,2025-11-22,1953.36,2110.3
212,隆源二厂储能电站,CNY,2025-11-21,1953.36,2136.31
212,隆源二厂储能电站,CNY,2025-11-20,1953.36,2111.74
212,隆源二厂储能电站,CNY,2025-11-19,1953.36,2093.28
212,隆源二厂储能电站,CNY,2025-11-18,1953.36,1793.98
212,隆源二厂储能电站,CNY,2025-11-17,1953.36,1937.51
212,隆源二厂储能电站,CNY,2025-11-16,1953.36,1845.49
212,隆源二厂储能电站,CNY,2025-11-15,1953.36,2094.51
212,隆源二厂储能电站,CNY,2025-11-14,1953.36,1661.98
212,隆源二厂储能电站,CNY,2025-11-13,1953.36,2097.33
212,隆源二厂储能电站,CNY,2025-11-12,1953.36,1969.23
212,隆源二厂储能电站,CNY,2025-11-11,1953.36,2091.63
212,隆源二厂储能电站,CNY,2025-11-10,1953.36,1569.13
212,隆源二厂储能电站,CNY,2025-11-09,1953.36,2094.29
212,隆源二厂储能电站,CNY,2025-11-08,1953.36,2093.18
212,隆源二厂储能电站,CNY,2025-11-07,1953.36,2508.27
212,隆源二厂储能电站,CNY,2025-11-06,1953.36,1890.31
212,隆源二厂储能电站,CNY,2025-11-05,1953.36,2356.41
212,隆源二厂储能电站,CNY,2025-11-04,1953.36,1962.13
212,隆源二厂储能电站,CNY,2025-11-03,1953.36,2094.11
212,隆源二厂储能电站,CNY,2025-11-02,1953.36,2008.12
212,隆源二厂储能电站,CNY,2025-11-01,1953.36,2084.72
212,隆源二厂储能电站,CNY,2025-10-31,1828.77,1941.97
212,隆源二厂储能电站,CNY,2025-10-30,1828.77,1797.53
212,隆源二厂储能电站,CNY,2025-10-29,1828.77,1912.52
212,隆源二厂储能电站,CNY,2025-10-28,1828.77,1941.1
212,隆源二厂储能电站,CNY,2025-10-27,1828.77,1918.74
212,隆源二厂储能电站,CNY,2025-10-26,1828.77,1968.97
212,隆源二厂储能电站,CNY,2025-10-25,1828.77,1913.51
212,隆源二厂储能电站,CNY,2025-10-24,1828.77,1831.4
212,隆源二厂储能电站,CNY,2025-10-23,1828.77,1883.18
212,隆源二厂储能电站,CNY,2025-10-22,1828.77,1782.93
212,隆源二厂储能电站,CNY,2025-10-21,1828.77,1851.83
212,隆源二厂储能电站,CNY,2025-10-20,1828.77,1760.28
212,隆源二厂储能电站,CNY,2025-10-19,1828.77,1955.94
212,隆源二厂储能电站,CNY,2025-10-18,1828.77,1647.55
212,隆源二厂储能电站,CNY,2025-10-17,1828.77,1897.46
212,隆源二厂储能电站,CNY,2025-10-16,1828.77,1932.47
212,隆源二厂储能电站,CNY,2025-10-15,1828.77,1904.47
212,隆源二厂储能电站,CNY,2025-10-14,1828.77,1794.92
212,隆源二厂储能电站,CNY,2025-10-13,1828.77,1945.95
212,隆源二厂储能电站,CNY,2025-10-12,1828.77,1918.87
212,隆源二厂储能电站,CNY,2025-10-11,1828.77,1937.04
212,隆源二厂储能电站,CNY,2025-10-10,1828.77,1931.27
212,隆源二厂储能电站,CNY,2025-10-09,1828.77,1950.92
212,隆源二厂储能电站,CNY,2025-10-08,1956.09,2115.28
212,隆源二厂储能电站,CNY,2025-10-07,1956.09,2115.22
212,隆源二厂储能电站,CNY,2025-10-06,2398.57,2138.56
212,隆源二厂储能电站,CNY,2025-10-05,2398.57,2122.73
212,隆源二厂储能电站,CNY,2025-10-04,2398.57,2383.1
212,隆源二厂储能电站,CNY,2025-10-03,2398.57,665.22
212,隆源二厂储能电站,CNY,2025-10-02,2398.57,-10.53
212,隆源二厂储能电站,CNY,2025-10-01,2398.57,-509.46
212,隆源二厂储能电站,CNY,2025-09-30,1967.7,1835.35
212,隆源二厂储能电站,CNY,2025-09-29,1850.3,1893.12
212,隆源二厂储能电站,CNY,2025-09-28,1850.3,1917.82
212,隆源二厂储能电站,CNY,2025-09-27,1850.3,1984.22
212,隆源二厂储能电站,CNY,2025-09-26,1850.3,2102.57
212,隆源二厂储能电站,CNY,2025-09-25,1850.3,1891.24
212,隆源二厂储能电站,CNY,2025-09-24,1850.3,1550.07
212,隆源二厂储能电站,CNY,2025-09-23,1850.3,1890.6
212,隆源二厂储能电站,CNY,2025-09-22,1850.3,1912.03
212,隆源二厂储能电站,CNY,2025-09-21,1850.3,1999.34
212,隆源二厂储能电站,CNY,2025-09-20,1850.3,562.44
212,隆源二厂储能电站,CNY,2025-09-19,1850.3,1836.38
212,隆源二厂储能电站,CNY,2025-09-18,1850.3,1705.03
212,隆源二厂储能电站,CNY,2025-09-17,1850.3,1923.44
212,隆源二厂储能电站,CNY,2025-09-16,1850.3,2115.99
212,隆源二厂储能电站,CNY,2025-09-15,1850.3,1896.9
212,隆源二厂储能电站,CNY,2025-09-14,1850.3,1750.88
212,隆源二厂储能电站,CNY,2025-09-13,1850.3,1844.58
212,隆源二厂储能电站,CNY,2025-09-12,1850.3,2213.88
212,隆源二厂储能电站,CNY,2025-09-11,1850.3,2064.09
212,隆源二厂储能电站,CNY,2025-09-10,1850.3,1939.57
212,隆源二厂储能电站,CNY,2025-09-09,1850.3,1843.03
212,隆源二厂储能电站,CNY,2025-09-08,1850.3,1952.19
212,隆源二厂储能电站,CNY,2025-09-07,1850.3,2035.52
212,隆源二厂储能电站,CNY,2025-09-06,1850.3,2213.59
212,隆源二厂储能电站,CNY,2025-09-05,1850.3,1881.97
212,隆源二厂储能电站,CNY,2025-09-04,1850.3,1870.59
212,隆源二厂储能电站,CNY,2025-09-03,1850.3,1803.99
212,隆源二厂储能电站,CNY,2025-09-02,1850.3,2028.67
212,隆源二厂储能电站,CNY,2025-09-01,1850.3,-109.23
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-13,634.52,656.75
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-12,634.52,690.87
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-11,634.52,326.55
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-10,634.52,644.46
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-09,634.52,666.23
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-08,634.52,671.59
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-07,634.52,670.69
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-06,634.52,673.07
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-05,634.52,668.95
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-04,634.52,668.87
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-03,634.52,776.96
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-02,634.52,-17.88
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2026-01-01,634.52,-124.59
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-31,675.85,716.14
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-30,675.85,715.86
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-29,675.85,710.74
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-28,675.85,713.66
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-27,675.85,669.31
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-26,675.85,713.91
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-25,675.85,708.94
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-24,675.85,705.39
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-23,675.85,715.71
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-22,675.85,671.38
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-21,675.85,624.7
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-20,675.85,671.66
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-19,675.85,701.03
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-18,675.85,694.97
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-17,675.85,713.54
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-16,675.85,710.88
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-15,675.85,662.57
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-14,675.85,638.61
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-13,675.85,693.4
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-12,675.85,717.62
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-11,675.85,714.6
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-10,675.85,712.67
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-09,675.85,718.49
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-08,675.85,800.25
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-07,675.85,33.51
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-06,675.85,699.6
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-05,675.85,716.57
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-04,675.85,651.83
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-03,675.85,716.33
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-02,675.85,726.92
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-12-01,675.85,829.38
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-30,654.96,-152.59
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-29,654.96,565.52
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-28,654.96,587.19
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-27,654.96,590.84
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-26,654.96,596.96
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-25,654.96,550.32
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-24,654.96,729.98
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-23,654.96,-133.83
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-22,654.96,592.26
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-21,654.96,590.76
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-20,654.96,591.01
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-19,654.96,595.3
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-18,654.96,580.68
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-17,654.96,730.68
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-16,654.96,-151.25
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-15,654.96,583.92
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-14,654.96,582.31
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-13,654.96,570.98
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-12,654.96,592.78
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-11,654.96,589.19
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-10,654.96,745.07
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-09,654.96,-153.67
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-08,654.96,597.12
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-07,654.96,583.96
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-06,654.96,589.71
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-05,654.96,597.24
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-04,654.96,589.7
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-03,654.96,741.27
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-02,654.96,-150.79
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-11-01,654.96,589.4
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-31,613.2,558.41
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-30,613.2,555.11
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-29,613.2,459.17
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-28,613.2,551.98
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-27,613.2,696.99
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-26,613.2,-142.9
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-25,613.2,555.39
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-24,613.2,555.37
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-23,613.2,550.86
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-22,613.2,556.91
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-21,613.2,553.83
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-20,613.2,693.94
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-19,613.2,-144.27
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-18,613.2,520.9
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-17,613.2,546.43
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-16,613.2,562.1
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-15,613.2,540.74
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-14,613.2,525.29
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-13,613.2,671.07
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-12,613.2,-103.83
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-11,613.2,546.51
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-10,613.2,548.18
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-09,613.2,548.35
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-08,671.7,1073.84
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-07,671.7,811.88
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-06,671.7,-1.85
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-05,671.7,-1.75
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-04,671.7,-1.36
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-03,671.7,-1.69
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-02,671.7,-3.24
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-10-01,671.7,-92.55
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-30,608.08,542.61
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-29,609.42,533.36
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-28,609.42,528.14
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-27,609.42,526.32
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-26,609.42,717.37
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-25,609.42,540.53
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-24,609.42,543.15
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-23,609.42,496.61
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-22,609.42,668.77
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-21,609.42,-140.97
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-20,609.42,556.25
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-19,609.42,457.39
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-18,609.42,554.37
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-17,609.42,555.68
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-16,609.42,550.35
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-15,609.42,622.15
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-14,609.42,49.51
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-13,609.42,554.29
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-12,609.42,553.32
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-11,609.42,552.81
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-10,609.42,552.36
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-09,609.42,552.84
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-08,609.42,642.04
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-07,609.42,-100.08
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-06,609.42,534.93
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-05,609.42,551.18
218,宁波依森200KW/430KWh用户侧储能电站,CNY,2025-09-04,609.42,544.81
