电站id,电站名称,货币单位,日期,预期收益,实际收益
233,宁盛钢管储能电站,CNY,2025-12-06,1387.88,1353.52
233,宁盛钢管储能电站,CNY,2025-12-05,1387.88,1320.5
233,宁盛钢管储能电站,CNY,2025-12-04,1387.88,1342.24
233,宁盛钢管储能电站,CNY,2025-12-03,1387.88,1328.84
233,宁盛钢管储能电站,CNY,2025-12-02,1387.88,1307.81
233,宁盛钢管储能电站,CNY,2025-12-01,1387.88,1327.58
233,宁盛钢管储能电站,CNY,2025-11-30,1349.59,1166.8
233,宁盛钢管储能电站,CNY,2025-11-29,1349.59,1172.43
233,宁盛钢管储能电站,CNY,2025-11-28,1349.59,1133.87
233,宁盛钢管储能电站,CNY,2025-11-27,1349.59,1215.05
233,宁盛钢管储能电站,CNY,2025-11-26,1349.59,1153.64
233,宁盛钢管储能电站,CNY,2025-11-25,1349.59,1164.82
233,宁盛钢管储能电站,CNY,2025-11-24,1349.59,1438.22
233,宁盛钢管储能电站,CNY,2025-11-23,1349.59,-145.54
233,宁盛钢管储能电站,CNY,2025-11-22,1349.59,1153.7
233,宁盛钢管储能电站,CNY,2025-11-21,1349.59,1159.56
233,宁盛钢管储能电站,CNY,2025-11-20,1349.59,1173.08
233,宁盛钢管储能电站,CNY,2025-11-19,1349.59,1282.7
233,宁盛钢管储能电站,CNY,2025-11-18,1349.59,939.87
233,宁盛钢管储能电站,CNY,2025-11-17,1349.59,1132.32
233,宁盛钢管储能电站,CNY,2025-11-16,1349.59,-228.59
233,宁盛钢管储能电站,CNY,2025-11-15,1349.59,922.76
233,宁盛钢管储能电站,CNY,2025-11-14,1349.59,1144.85
233,宁盛钢管储能电站,CNY,2025-11-13,1349.59,1156.52
233,宁盛钢管储能电站,CNY,2025-11-12,1349.59,1155.69
233,宁盛钢管储能电站,CNY,2025-11-11,1349.59,1138.3
233,宁盛钢管储能电站,CNY,2025-11-10,1349.59,1444.44
233,宁盛钢管储能电站,CNY,2025-11-09,1349.59,-320.44
233,宁盛钢管储能电站,CNY,2025-11-08,1349.59,1191.47
233,宁盛钢管储能电站,CNY,2025-11-07,1349.59,909.24
233,宁盛钢管储能电站,CNY,2025-11-06,1349.59,1115.28
233,宁盛钢管储能电站,CNY,2025-11-05,1349.59,1107.72
233,宁盛钢管储能电站,CNY,2025-11-04,1349.59,1164.18
233,宁盛钢管储能电站,CNY,2025-11-03,1349.59,1460.45
233,宁盛钢管储能电站,CNY,2025-11-02,1349.59,-321.09
233,宁盛钢管储能电站,CNY,2025-11-01,1349.59,1135.85
233,宁盛钢管储能电站,CNY,2025-10-31,1263.53,1067.82
233,宁盛钢管储能电站,CNY,2025-10-30,1263.53,1126.73
233,宁盛钢管储能电站,CNY,2025-10-29,1263.53,600.4
233,宁盛钢管储能电站,CNY,2025-10-28,1263.53,1112.47
233,宁盛钢管储能电站,CNY,2025-10-27,1263.53,1303.23
233,宁盛钢管储能电站,CNY,2025-10-26,1263.53,-165.3
233,宁盛钢管储能电站,CNY,2025-10-25,1263.53,1006.28
233,宁盛钢管储能电站,CNY,2025-10-24,1263.53,1140.63
233,宁盛钢管储能电站,CNY,2025-10-23,1263.53,790.81
233,宁盛钢管储能电站,CNY,2025-10-22,1263.53,778.79
233,宁盛钢管储能电站,CNY,2025-10-21,1263.53,343.24
233,宁盛钢管储能电站,CNY,2025-10-20,1263.53,1101.18
233,宁盛钢管储能电站,CNY,2025-10-19,1263.53,-302.19
233,宁盛钢管储能电站,CNY,2025-10-18,1263.53,1172.91
233,宁盛钢管储能电站,CNY,2025-10-17,1263.53,635.83
233,宁盛钢管储能电站,CNY,2025-10-16,1263.53,923.68
233,宁盛钢管储能电站,CNY,2025-10-15,1263.53,821.48
233,宁盛钢管储能电站,CNY,2025-10-14,1263.53,1017.91
233,宁盛钢管储能电站,CNY,2025-10-13,1263.53,1363.4
233,宁盛钢管储能电站,CNY,2025-10-12,1263.53,-295.9
233,宁盛钢管储能电站,CNY,2025-10-11,1263.53,1148.77
233,宁盛钢管储能电站,CNY,2025-10-10,1263.53,827.14
233,宁盛钢管储能电站,CNY,2025-10-09,1263.53,313.42
233,宁盛钢管储能电站,CNY,2025-10-08,1370.61,221.32
233,宁盛钢管储能电站,CNY,2025-10-07,1370.61,540.36
233,宁盛钢管储能电站,CNY,2025-10-06,1370.61,1109.69
233,宁盛钢管储能电站,CNY,2025-10-05,1370.61,1118.87
233,宁盛钢管储能电站,CNY,2025-10-04,1370.61,920.32
233,宁盛钢管储能电站,CNY,2025-10-03,1370.61,-11.03
233,宁盛钢管储能电站,CNY,2025-10-02,1370.61,-9.05
233,宁盛钢管储能电站,CNY,2025-10-01,1370.61,-303.28
233,宁盛钢管储能电站,CNY,2025-09-30,1253,1074.81
233,宁盛钢管储能电站,CNY,2025-09-29,1254.33,1054.14
233,宁盛钢管储能电站,CNY,2025-09-28,1254.33,1022.32
233,宁盛钢管储能电站,CNY,2025-09-27,1254.33,1071.08
233,宁盛钢管储能电站,CNY,2025-09-26,1254.33,1069.04
233,宁盛钢管储能电站,CNY,2025-09-25,1254.33,907.98
233,宁盛钢管储能电站,CNY,2025-09-24,1254.33,1071.01
233,宁盛钢管储能电站,CNY,2025-09-23,1254.33,1072.81
233,宁盛钢管储能电站,CNY,2025-09-22,1254.33,1072.42
233,宁盛钢管储能电站,CNY,2025-09-21,1254.33,1077.03
233,宁盛钢管储能电站,CNY,2025-09-20,1254.33,1121.24
233,宁盛钢管储能电站,CNY,2025-09-19,1254.33,948.47
233,宁盛钢管储能电站,CNY,2025-09-18,1254.33,1081.98
233,宁盛钢管储能电站,CNY,2025-09-17,1254.33,1060.22
233,宁盛钢管储能电站,CNY,2025-09-16,1254.33,1060.14
233,宁盛钢管储能电站,CNY,2025-09-15,1254.33,1291.94
233,宁盛钢管储能电站,CNY,2025-09-14,1254.33,-60.43
233,宁盛钢管储能电站,CNY,2025-09-13,1254.33,907.81
233,宁盛钢管储能电站,CNY,2025-09-12,1254.33,1078.45
233,宁盛钢管储能电站,CNY,2025-09-11,1254.33,1061.19
233,宁盛钢管储能电站,CNY,2025-09-10,1254.33,1074.95
233,宁盛钢管储能电站,CNY,2025-09-09,1254.33,1078.17
233,宁盛钢管储能电站,CNY,2025-09-08,1254.33,1316.18
233,宁盛钢管储能电站,CNY,2025-09-07,1254.33,-267.77
233,宁盛钢管储能电站,CNY,2025-09-06,1254.33,1064.31
233,宁盛钢管储能电站,CNY,2025-09-05,1254.33,1070.61
233,宁盛钢管储能电站,CNY,2025-09-04,1254.33,1073.87
233,宁盛钢管储能电站,CNY,2025-09-03,1254.33,1082.61
233,宁盛钢管储能电站,CNY,2025-09-02,1254.33,1071.88
233,宁盛钢管储能电站,CNY,2025-09-01,1254.33,1324.99
238,甬微集团,CNY,2026-01-13,4971.04,4967.8
238,甬微集团,CNY,2026-01-12,4971.04,5001.75
238,甬微集团,CNY,2026-01-11,4971.04,4979.99
238,甬微集团,CNY,2026-01-10,4971.04,4968.5
238,甬微集团,CNY,2026-01-09,4971.04,4988.93
238,甬微集团,CNY,2026-01-08,4971.04,4961.1
238,甬微集团,CNY,2026-01-07,4971.04,4979.89
238,甬微集团,CNY,2026-01-06,4971.04,4975.05
238,甬微集团,CNY,2026-01-05,4971.04,4563.67
238,甬微集团,CNY,2026-01-04,4971.04,5029.05
238,甬微集团,CNY,2026-01-03,4971.04,4393.33
238,甬微集团,CNY,2026-01-02,4971.04,2296.84
238,甬微集团,CNY,2026-01-01,4971.04,3207.11
238,甬微集团,CNY,2025-12-31,5294.8,5313.87
238,甬微集团,CNY,2025-12-30,5294.8,5098.04
238,甬微集团,CNY,2025-12-29,5294.8,5318.09
238,甬微集团,CNY,2025-12-28,5294.8,5324.31
238,甬微集团,CNY,2025-12-27,5294.8,5306.76
238,甬微集团,CNY,2025-12-26,5294.8,5153
238,甬微集团,CNY,2025-12-25,5294.8,5302.07
238,甬微集团,CNY,2025-12-24,5294.8,5136.04
238,甬微集团,CNY,2025-12-23,5294.8,5299.61
238,甬微集团,CNY,2025-12-22,5294.8,4955.57
238,甬微集团,CNY,2025-12-21,5294.8,5217.33
238,甬微集团,CNY,2025-12-20,5294.8,5216.72
238,甬微集团,CNY,2025-12-19,5294.8,5248.59
238,甬微集团,CNY,2025-12-18,5294.8,5268.42
238,甬微集团,CNY,2025-12-17,5294.8,5303.12
238,甬微集团,CNY,2025-12-16,5294.8,5279.1
238,甬微集团,CNY,2025-12-15,5294.8,5317.23
238,甬微集团,CNY,2025-12-14,5294.8,5073.05
238,甬微集团,CNY,2025-12-13,5294.8,5222.05
238,甬微集团,CNY,2025-12-12,5294.8,5144.95
238,甬微集团,CNY,2025-12-11,5294.8,5295.37
238,甬微集团,CNY,2025-12-10,5294.8,5276.77
238,甬微集团,CNY,2025-12-09,5294.8,5298.21
238,甬微集团,CNY,2025-12-08,5294.8,5309.39
238,甬微集团,CNY,2025-12-07,5294.8,4810.78
238,甬微集团,CNY,2025-12-06,5294.8,5305.05
238,甬微集团,CNY,2025-12-05,5294.8,5132.26
238,甬微集团,CNY,2025-12-04,5294.8,5302.47
238,甬微集团,CNY,2025-12-03,5294.8,5299.64
238,甬微集团,CNY,2025-12-02,5294.8,5270.48
238,甬微集团,CNY,2025-12-01,5294.8,5281.26
238,甬微集团,CNY,2025-11-30,4523.05,4368.68
238,甬微集团,CNY,2025-11-29,4523.05,4398.46
238,甬微集团,CNY,2025-11-28,4523.05,4423.64
238,甬微集团,CNY,2025-11-27,4523.05,4408.11
238,甬微集团,CNY,2025-11-26,4523.05,4414.96
238,甬微集团,CNY,2025-11-25,4523.05,4397.22
238,甬微集团,CNY,2025-11-24,4523.05,4393.08
238,甬微集团,CNY,2025-11-23,4523.05,4245.52
238,甬微集团,CNY,2025-11-22,4523.05,4343.94
238,甬微集团,CNY,2025-11-21,4523.05,4403.29
238,甬微集团,CNY,2025-11-20,4523.05,4405.26
238,甬微集团,CNY,2025-11-19,4523.05,4388.6
238,甬微集团,CNY,2025-11-18,4523.05,4381.82
238,甬微集团,CNY,2025-11-17,4523.05,4382.77
238,甬微集团,CNY,2025-11-16,4523.05,3791.2
238,甬微集团,CNY,2025-11-15,4523.05,4357.51
238,甬微集团,CNY,2025-11-14,4523.05,4397.39
238,甬微集团,CNY,2025-11-13,4523.05,4670.19
238,甬微集团,CNY,2025-11-12,4523.05,4368.35
238,甬微集团,CNY,2025-11-11,4523.05,4666.72
238,甬微集团,CNY,2025-11-10,4523.05,4378.78
238,甬微集团,CNY,2025-11-09,4523.05,4394.99
238,甬微集团,CNY,2025-11-08,4523.05,4404.66
238,甬微集团,CNY,2025-11-07,4523.05,4237.28
238,甬微集团,CNY,2025-11-06,4523.05,4334.7
238,甬微集团,CNY,2025-11-05,4523.05,4176.21
238,甬微集团,CNY,2025-11-04,4523.05,4097.65
238,甬微集团,CNY,2025-11-03,4523.05,4393.93
238,甬微集团,CNY,2025-11-02,4523.05,4251.29
238,甬微集团,CNY,2025-11-01,4523.05,4372.62
238,甬微集团,CNY,2025-10-31,4234.6,3811.19
238,甬微集团,CNY,2025-10-30,4234.6,3825.7
238,甬微集团,CNY,2025-10-29,4234.6,4006.82
238,甬微集团,CNY,2025-10-28,4234.6,4098.75
238,甬微集团,CNY,2025-10-27,4234.6,4079.71
238,甬微集团,CNY,2025-10-26,4234.6,3851.54
238,甬微集团,CNY,2025-10-25,4234.6,4076.62
238,甬微集团,CNY,2025-10-24,4234.6,3991.23
238,甬微集团,CNY,2025-10-23,4234.6,4066.48
238,甬微集团,CNY,2025-10-22,4234.6,3345.73
238,甬微集团,CNY,2025-10-21,4234.6,4037.28
238,甬微集团,CNY,2025-10-20,4234.6,3112.99
238,甬微集团,CNY,2025-10-19,4234.6,4007.23
238,甬微集团,CNY,2025-10-18,4234.6,3288.48
238,甬微集团,CNY,2025-10-17,4234.6,3503.92
238,甬微集团,CNY,2025-10-16,4234.6,3153.45
238,甬微集团,CNY,2025-10-15,4234.6,3473.59
238,甬微集团,CNY,2025-10-14,4234.6,3236.71
238,甬微集团,CNY,2025-10-13,4234.6,3474.49
238,甬微集团,CNY,2025-10-12,4234.6,3919.79
238,甬微集团,CNY,2025-10-11,4234.6,3668.53
238,甬微集团,CNY,2025-10-10,4234.6,3386.01
238,甬微集团,CNY,2025-10-09,4234.6,3945.88
238,甬微集团,CNY,2025-10-08,5037.77,4571.06
238,甬微集团,CNY,2025-10-07,5037.77,5347.84
238,甬微集团,CNY,2025-10-06,5037.77,1001.36
238,甬微集团,CNY,2025-10-05,5037.77,4159.45
238,甬微集团,CNY,2025-10-04,5037.77,5122.73
238,甬微集团,CNY,2025-10-03,5037.77,299.03
238,甬微集团,CNY,2025-10-02,5037.77,313.13
238,甬微集团,CNY,2025-10-01,5037.77,721.12
238,甬微集团,CNY,2025-09-30,4199.31,3963.35
238,甬微集团,CNY,2025-09-29,4222.41,3875.24
238,甬微集团,CNY,2025-09-28,4222.41,3964.89
238,甬微集团,CNY,2025-09-27,4222.41,3525.28
238,甬微集团,CNY,2025-09-26,4222.41,3584.11
238,甬微集团,CNY,2025-09-25,4222.41,3428.76
238,甬微集团,CNY,2025-09-24,4222.41,3275.54
238,甬微集团,CNY,2025-09-23,4222.41,2930.47
238,甬微集团,CNY,2025-09-22,4222.41,3521.56
238,甬微集团,CNY,2025-09-21,4222.41,4044.72
238,甬微集团,CNY,2025-09-20,4222.41,3373.51
238,甬微集团,CNY,2025-09-19,4222.41,3749.37
238,甬微集团,CNY,2025-09-18,4222.41,3001.96
238,甬微集团,CNY,2025-09-17,4222.41,3656.76
238,甬微集团,CNY,2025-09-16,4222.41,3765.87
238,甬微集团,CNY,2025-09-15,4222.41,3549.58
238,甬微集团,CNY,2025-09-14,4222.41,4046.87
238,甬微集团,CNY,2025-09-13,4222.41,3473.3
238,甬微集团,CNY,2025-09-12,4222.41,3888.82
238,甬微集团,CNY,2025-09-11,4222.41,3352.84
238,甬微集团,CNY,2025-09-10,4222.41,3466.03
238,甬微集团,CNY,2025-09-09,4222.41,3173.72
238,甬微集团,CNY,2025-09-08,4222.41,3266.43
238,甬微集团,CNY,2025-09-07,4222.41,3739.17
238,甬微集团,CNY,2025-09-06,4222.41,3591.67
238,甬微集团,CNY,2025-09-05,4222.41,3808.81
238,甬微集团,CNY,2025-09-04,4222.41,3722.04
238,甬微集团,CNY,2025-09-03,4222.41,3848.59
238,甬微集团,CNY,2025-09-02,4222.41,3313.7
238,甬微集团,CNY,2025-09-01,4222.41,3436.77
240,金华美铂拉储能电站,CNY,2026-01-13,866.93,709.5
240,金华美铂拉储能电站,CNY,2026-01-12,866.93,676.08
240,金华美铂拉储能电站,CNY,2026-01-11,866.93,682.62
240,金华美铂拉储能电站,CNY,2026-01-10,866.93,718.9
240,金华美铂拉储能电站,CNY,2026-01-09,866.93,830.49
240,金华美铂拉储能电站,CNY,2026-01-08,866.93,727.85
240,金华美铂拉储能电站,CNY,2026-01-07,866.93,745.26
240,金华美铂拉储能电站,CNY,2026-01-06,866.93,701.79
240,金华美铂拉储能电站,CNY,2026-01-05,866.93,714.64
240,金华美铂拉储能电站,CNY,2026-01-04,866.93,708.91
240,金华美铂拉储能电站,CNY,2026-01-03,866.93,954.04
240,金华美铂拉储能电站,CNY,2026-01-02,866.93,775.17
240,金华美铂拉储能电站,CNY,2026-01-01,866.93,997.2
240,金华美铂拉储能电站,CNY,2025-12-31,923.39,783.14
240,金华美铂拉储能电站,CNY,2025-12-30,923.39,935.68
240,金华美铂拉储能电站,CNY,2025-12-29,923.39,809.55
240,金华美铂拉储能电站,CNY,2025-12-28,923.39,790.17
240,金华美铂拉储能电站,CNY,2025-12-27,923.39,787.47
240,金华美铂拉储能电站,CNY,2025-12-26,923.39,809.47
240,金华美铂拉储能电站,CNY,2025-12-25,923.39,833.16
240,金华美铂拉储能电站,CNY,2025-12-24,923.39,769.67
240,金华美铂拉储能电站,CNY,2025-12-23,923.39,790.88
240,金华美铂拉储能电站,CNY,2025-12-22,923.39,771.71
240,金华美铂拉储能电站,CNY,2025-12-21,923.39,761.97
240,金华美铂拉储能电站,CNY,2025-12-20,923.39,795.32
240,金华美铂拉储能电站,CNY,2025-12-19,923.39,792.82
240,金华美铂拉储能电站,CNY,2025-12-18,923.39,786.28
240,金华美铂拉储能电站,CNY,2025-12-17,923.39,780.85
240,金华美铂拉储能电站,CNY,2025-12-16,923.39,835.56
240,金华美铂拉储能电站,CNY,2025-12-15,923.39,784.44
240,金华美铂拉储能电站,CNY,2025-12-14,923.39,764.62
240,金华美铂拉储能电站,CNY,2025-12-13,923.39,808.99
240,金华美铂拉储能电站,CNY,2025-12-12,923.39,780.92
240,金华美铂拉储能电站,CNY,2025-12-11,923.39,871.64
240,金华美铂拉储能电站,CNY,2025-12-10,923.39,901.54
240,金华美铂拉储能电站,CNY,2025-12-09,923.39,813.85
240,金华美铂拉储能电站,CNY,2025-12-08,923.39,820.1
240,金华美铂拉储能电站,CNY,2025-12-07,923.39,1002.01
240,金华美铂拉储能电站,CNY,2025-12-06,923.39,818.42
240,金华美铂拉储能电站,CNY,2025-12-05,923.39,806.49
240,金华美铂拉储能电站,CNY,2025-12-04,923.39,855.71
240,金华美铂拉储能电站,CNY,2025-12-03,923.39,757.11
240,金华美铂拉储能电站,CNY,2025-12-02,923.39,782.82
240,金华美铂拉储能电站,CNY,2025-12-01,923.39,1037.59
240,金华美铂拉储能电站,CNY,2025-11-30,935.74,714.37
240,金华美铂拉储能电站,CNY,2025-11-29,935.74,690.98
240,金华美铂拉储能电站,CNY,2025-11-28,935.74,742.33
240,金华美铂拉储能电站,CNY,2025-11-27,935.74,867.83
240,金华美铂拉储能电站,CNY,2025-11-26,935.74,710.49
240,金华美铂拉储能电站,CNY,2025-11-25,935.74,736.96
240,金华美铂拉储能电站,CNY,2025-11-24,935.74,697.18
240,金华美铂拉储能电站,CNY,2025-11-23,935.74,668.94
240,金华美铂拉储能电站,CNY,2025-11-22,935.74,701.56
240,金华美铂拉储能电站,CNY,2025-11-21,935.74,689.55
240,金华美铂拉储能电站,CNY,2025-11-20,935.74,694.99
240,金华美铂拉储能电站,CNY,2025-11-19,935.74,723.69
240,金华美铂拉储能电站,CNY,2025-11-18,935.74,724.13
240,金华美铂拉储能电站,CNY,2025-11-17,935.74,569.86
240,金华美铂拉储能电站,CNY,2025-11-16,935.74,843.01
240,金华美铂拉储能电站,CNY,2025-11-15,935.74,739.78
240,金华美铂拉储能电站,CNY,2025-11-14,935.74,693.97
240,金华美铂拉储能电站,CNY,2025-11-13,935.74,674.18
240,金华美铂拉储能电站,CNY,2025-11-12,935.74,651.66
240,金华美铂拉储能电站,CNY,2025-11-11,935.74,667.14
240,金华美铂拉储能电站,CNY,2025-11-10,935.74,663.28
240,金华美铂拉储能电站,CNY,2025-11-09,935.74,680.01
240,金华美铂拉储能电站,CNY,2025-11-08,935.74,679.04
240,金华美铂拉储能电站,CNY,2025-11-07,935.74,660.34
240,金华美铂拉储能电站,CNY,2025-11-06,935.74,675.93
240,金华美铂拉储能电站,CNY,2025-11-05,935.74,693.27
240,金华美铂拉储能电站,CNY,2025-11-04,935.74,669.89
240,金华美铂拉储能电站,CNY,2025-11-03,935.74,671.84
240,金华美铂拉储能电站,CNY,2025-11-02,935.74,782.99
240,金华美铂拉储能电站,CNY,2025-11-01,935.74,864.23
240,金华美铂拉储能电站,CNY,2025-10-31,876.07,646.68
240,金华美铂拉储能电站,CNY,2025-10-30,876.07,810.41
240,金华美铂拉储能电站,CNY,2025-10-29,876.07,701.31
240,金华美铂拉储能电站,CNY,2025-10-28,876.07,661.47
240,金华美铂拉储能电站,CNY,2025-10-27,876.07,723.95
240,金华美铂拉储能电站,CNY,2025-10-26,876.07,667.12
240,金华美铂拉储能电站,CNY,2025-10-25,876.07,670.99
240,金华美铂拉储能电站,CNY,2025-10-24,876.07,690.28
240,金华美铂拉储能电站,CNY,2025-10-23,876.07,630.66
240,金华美铂拉储能电站,CNY,2025-10-22,876.07,685.47
240,金华美铂拉储能电站,CNY,2025-10-21,876.07,600.96
240,金华美铂拉储能电站,CNY,2025-10-20,876.07,646.84
240,金华美铂拉储能电站,CNY,2025-10-19,876.07,597.34
240,金华美铂拉储能电站,CNY,2025-10-18,876.07,558.02
240,金华美铂拉储能电站,CNY,2025-10-17,876.07,630.64
240,金华美铂拉储能电站,CNY,2025-10-16,876.07,618.41
240,金华美铂拉储能电站,CNY,2025-10-15,876.07,636
240,金华美铂拉储能电站,CNY,2025-10-14,876.07,611.09
240,金华美铂拉储能电站,CNY,2025-10-13,876.07,707.37
240,金华美铂拉储能电站,CNY,2025-10-12,876.07,628.82
240,金华美铂拉储能电站,CNY,2025-10-11,876.07,690.03
240,金华美铂拉储能电站,CNY,2025-10-10,876.07,715.07
240,金华美铂拉储能电站,CNY,2025-10-09,876.07,761.86
240,金华美铂拉储能电站,CNY,2025-10-08,1007.55,967.24
240,金华美铂拉储能电站,CNY,2025-10-07,1007.55,1064.24
240,金华美铂拉储能电站,CNY,2025-10-06,1007.55,347.69
240,金华美铂拉储能电站,CNY,2025-10-05,1007.55,767.55
240,金华美铂拉储能电站,CNY,2025-10-04,1007.55,939.04
240,金华美铂拉储能电站,CNY,2025-10-03,1007.55,969.15
240,金华美铂拉储能电站,CNY,2025-10-02,1007.55,929.91
240,金华美铂拉储能电站,CNY,2025-10-01,1007.55,973.67
240,金华美铂拉储能电站,CNY,2025-09-30,868.77,725.47
240,金华美铂拉储能电站,CNY,2025-09-29,761.19,737.3
240,金华美铂拉储能电站,CNY,2025-09-28,761.19,736.21
240,金华美铂拉储能电站,CNY,2025-09-27,761.19,707.08
240,金华美铂拉储能电站,CNY,2025-09-26,761.19,743.28
240,金华美铂拉储能电站,CNY,2025-09-25,761.19,756.79
240,金华美铂拉储能电站,CNY,2025-09-24,761.19,698.36
240,金华美铂拉储能电站,CNY,2025-09-23,761.19,692.36
240,金华美铂拉储能电站,CNY,2025-09-22,761.19,749.98
240,金华美铂拉储能电站,CNY,2025-09-21,761.19,652.63
240,金华美铂拉储能电站,CNY,2025-09-20,761.19,670.65
240,金华美铂拉储能电站,CNY,2025-09-19,761.19,685.3
240,金华美铂拉储能电站,CNY,2025-09-18,761.19,611.92
240,金华美铂拉储能电站,CNY,2025-09-17,761.19,645.76
240,金华美铂拉储能电站,CNY,2025-09-16,761.19,684.57
240,金华美铂拉储能电站,CNY,2025-09-15,761.19,661.08
240,金华美铂拉储能电站,CNY,2025-09-14,761.19,649.56
